widthGxH, widthGxV, widthGyH, widthGyV, offsetGxH, offsetGxV, offsetGyH, offsetGyV
0.017330, 0.018203, 0.017537, 0.017973, -0.000110, -0.000260, -0.000164, -0.000207
0.017289, 0.018178, 0.017497, 0.018001, -0.000116, -0.000278, -0.000138, -0.000186
0.017275, 0.018171, 0.017519, 0.018009, -0.000123, -0.000269, -0.000142, -0.000174
0.017264, 0.018186, 0.017515, 0.017996, -0.000125, -0.000270, -0.000144, -0.000174
0.017260, 0.018159, 0.017486, 0.018006, -0.000144, -0.000245, -0.000137, -0.000209
0.017232, 0.018176, 0.017446, 0.018010, -0.000144, -0.000277, -0.000163, -0.000215
0.017268, 0.018132, 0.017481, 0.017954, -0.000153, -0.000258, -0.000146, -0.000212
0.017251, 0.018152, 0.017463, 0.017942, -0.000166, -0.000231, -0.000154, -0.000237
0.017199, 0.018177, 0.017430, 0.017925, -0.000172, -0.000249, -0.000147, -0.000243
0.017203, 0.018146, 0.017417, 0.017875, -0.000185, -0.000250, -0.000142, -0.000250
0.017159, 0.018111, 0.017399, 0.017846, -0.000208, -0.000248, -0.000146, -0.000287
0.017159, 0.018077, 0.017389, 0.017860, -0.000225, -0.000231, -0.000153, -0.000295
0.017182, 0.018063, 0.017375, 0.017825, -0.000239, -0.000233, -0.000156, -0.000313
0.017134, 0.018061, 0.017389, 0.017848, -0.000261, -0.000249, -0.000145, -0.000321
0.017139, 0.018053, 0.017360, 0.017847, -0.000263, -0.000243, -0.000143, -0.000314
0.017127, 0.018040, 0.017344, 0.017848, -0.000283, -0.000222, -0.000147, -0.000324
0.017116, 0.018024, 0.017334, 0.017813, -0.000292, -0.000237, -0.000147, -0.000353
0.017111, 0.018008, 0.017306, 0.017809, -0.000312, -0.000239, -0.000156, -0.000373
0.017106, 0.018003, 0.017296, 0.017815, -0.000325, -0.000235, -0.000139, -0.000389
0.017060, 0.017981, 0.017307, 0.017785, -0.000331, -0.000231, -0.000154, -0.000402
0.017096, 0.017996, 0.017280, 0.017768, -0.000360, -0.000233, -0.000141, -0.000426
0.017099, 0.017931, 0.017279, 0.017729, -0.000364, -0.000228, -0.000141, -0.000414
0.017051, 0.017964, 0.017255, 0.017728, -0.000391, -0.000243, -0.000153, -0.000416
0.017035, 0.017962, 0.017262, 0.017754, -0.000389, -0.000203, -0.000147, -0.000411
0.017007, 0.017963, 0.017243, 0.017783, -0.000397, -0.000211, -0.000141, -0.000408
0.016994, 0.017956, 0.017194, 0.017747, -0.000412, -0.000201, -0.000157, -0.000405
0.017023, 0.017930, 0.017204, 0.017742, -0.000423, -0.000192, -0.000160, -0.000417
0.017011, 0.017940, 0.017203, 0.017756, -0.000425, -0.000201, -0.000144, -0.000425
0.016969, 0.017919, 0.017150, 0.017736, -0.000445, -0.000194, -0.000152, -0.000428
0.016962, 0.017901, 0.017169, 0.017697, -0.000444, -0.000184, -0.000147, -0.000440
0.016970, 0.017895, 0.017194, 0.017648, -0.000461, -0.000153, -0.000157, -0.000453
0.016956, 0.017858, 0.017183, 0.017615, -0.000466, -0.000179, -0.000151, -0.000475
0.016947, 0.017862, 0.017150, 0.017591, -0.000469, -0.000173, -0.000143, -0.000470
0.016934, 0.017852, 0.017157, 0.017580, -0.000470, -0.000162, -0.000151, -0.000482
0.016906, 0.017825, 0.017165, 0.017519, -0.000500, -0.000188, -0.000151, -0.000501
0.016898, 0.017820, 0.017154, 0.017551, -0.000486, -0.000174, -0.000149, -0.000520
0.016896, 0.017800, 0.017161, 0.017531, -0.000508, -0.000194, -0.000152, -0.000536
0.016948, 0.017789, 0.017138, 0.017535, -0.000519, -0.000182, -0.000150, -0.000558
0.016926, 0.017793, 0.017142, 0.017505, -0.000514, -0.000187, -0.000163, -0.000585
0.016905, 0.017807, 0.017149, 0.017532, -0.000534, -0.000194, -0.000167, -0.000592
0.016868, 0.017769, 0.017125, 0.017534, -0.000511, -0.000188, -0.000167, -0.000618
0.016898, 0.017777, 0.017092, 0.017529, -0.000552, -0.000190, -0.000160, -0.000637
0.016849, 0.017767, 0.017089, 0.017535, -0.000564, -0.000197, -0.000171, -0.000630
0.016822, 0.017773, 0.017057, 0.017539, -0.000582, -0.000206, -0.000171, -0.000615
0.016858, 0.017741, 0.017052, 0.017494, -0.000570, -0.000206, -0.000176, -0.000610
0.016864, 0.017749, 0.017073, 0.017466, -0.000603, -0.000193, -0.000174, -0.000604
0.016843, 0.017744, 0.017035, 0.017448, -0.000597, -0.000198, -0.000184, -0.000582
0.016820, 0.017723, 0.017009, 0.017416, -0.000612, -0.000198, -0.000163, -0.000573
0.016820, 0.017729, 0.017035, 0.017416, -0.000621, -0.000186, -0.000190, -0.000561
0.016794, 0.017713, 0.017047, 0.017409, -0.000640, -0.000199, -0.000180, -0.000562
0.016792, 0.017676, 0.016987, 0.017395, -0.000625, -0.000207, -0.000176, -0.000590
0.016764, 0.017684, 0.016987, 0.017410, -0.000634, -0.000188, -0.000178, -0.000584
0.016769, 0.017676, 0.016965, 0.017394, -0.000659, -0.000199, -0.000173, -0.000606
0.016752, 0.017666, 0.016983, 0.017381, -0.000637, -0.000216, -0.000177, -0.000604
0.016799, 0.017638, 0.016972, 0.017307, -0.000651, -0.000200, -0.000177, -0.000594
0.016786, 0.017634, 0.016933, 0.017337, -0.000642, -0.000204, -0.000165, -0.000633
0.016715, 0.017611, 0.016937, 0.017327, -0.000652, -0.000189, -0.000170, -0.000597
0.016747, 0.017552, 0.016926, 0.017298, -0.000672, -0.000201, -0.000160, -0.000616
0.016746, 0.017565, 0.016905, 0.017304, -0.000675, -0.000200, -0.000166, -0.000612
0.016749, 0.017559, 0.016897, 0.017259, -0.000690, -0.000204, -0.000175, -0.000612
0.016730, 0.017550, 0.016909, 0.017258, -0.000693, -0.000230, -0.000180, -0.000626
0.016706, 0.017552, 0.016889, 0.017319, -0.000688, -0.000224, -0.000176, -0.000621
0.016709, 0.017528, 0.016879, 0.017321, -0.000702, -0.000228, -0.000178, -0.000629
0.016690, 0.017539, 0.016865, 0.017364, -0.000692, -0.000231, -0.000165, -0.000625
0.016691, 0.017511, 0.016844, 0.017351, -0.000681, -0.000236, -0.000183, -0.000638
0.016667, 0.017525, 0.016840, 0.017387, -0.000709, -0.000245, -0.000173, -0.000634
0.016667, 0.017496, 0.016814, 0.017360, -0.000685, -0.000222, -0.000162, -0.000627
0.016664, 0.017488, 0.016814, 0.017355, -0.000706, -0.000201, -0.000183, -0.000621
0.016658, 0.017487, 0.016810, 0.017306, -0.000714, -0.000204, -0.000182, -0.000617
0.016663, 0.017467, 0.016792, 0.017251, -0.000691, -0.000200, -0.000182, -0.000604
0.016642, 0.017461, 0.016805, 0.017230, -0.000701, -0.000193, -0.000171, -0.000598
0.016645, 0.017418, 0.016827, 0.017238, -0.000689, -0.000193, -0.000174, -0.000614
0.016510, 0.017025, 0.016487, 0.017033, -0.000661, -0.000170, -0.000178, -0.000646
0.016436, 0.017007, 0.016500, 0.017040, -0.000668, -0.000167, -0.000203, -0.000658
0.016473, 0.017026, 0.016481, 0.017060, -0.000662, -0.000156, -0.000196, -0.000658
0.016436, 0.016982, 0.016454, 0.017053, -0.000662, -0.000114, -0.000205, -0.000666
0.016486, 0.016987, 0.016465, 0.017040, -0.000649, -0.000126, -0.000199, -0.000686
0.016462, 0.016951, 0.016431, 0.017022, -0.000651, -0.000142, -0.000195, -0.000665
0.016420, 0.016969, 0.016437, 0.017038, -0.000655, -0.000121, -0.000208, -0.000665
0.016423, 0.016966, 0.016422, 0.016997, -0.000660, -0.000133, -0.000189, -0.000624
0.016437, 0.016985, 0.016415, 0.017028, -0.000640, -0.000137, -0.000197, -0.000623
0.016415, 0.016943, 0.016424, 0.017026, -0.000647, -0.000144, -0.000195, -0.000581
0.016395, 0.016909, 0.016415, 0.017013, -0.000640, -0.000128, -0.000197, -0.000567
0.016464, 0.016908, 0.016399, 0.017004, -0.000650, -0.000146, -0.000198, -0.000586
0.016438, 0.016902, 0.016390, 0.016987, -0.000645, -0.000122, -0.000197, -0.000599
0.016427, 0.016865, 0.016407, 0.016964, -0.000626, -0.000128, -0.000208, -0.000624
0.016407, 0.016893, 0.016394, 0.016945, -0.000625, -0.000119, -0.000199, -0.000627
0.016431, 0.016868, 0.016371, 0.016907, -0.000620, -0.000122, -0.000211, -0.000626
0.016400, 0.016881, 0.016357, 0.016865, -0.000629, -0.000136, -0.000204, -0.000632
0.016428, 0.016884, 0.016369, 0.016879, -0.000634, -0.000136, -0.000238, -0.000627
0.016399, 0.016865, 0.016352, 0.016909, -0.000620, -0.000128, -0.000224, -0.000641
0.016389, 0.016858, 0.016313, 0.016942, -0.000608, -0.000135, -0.000205, -0.000629
0.016410, 0.016865, 0.016352, 0.016960, -0.000622, -0.000127, -0.000229, -0.000625
0.016397, 0.016880, 0.016329, 0.016950, -0.000601, -0.000144, -0.000216, -0.000620
0.016363, 0.016847, 0.016251, 0.017001, -0.000590, -0.000147, -0.000186, -0.000572
0.016467, 0.016801, 0.016357, 0.016977, -0.000645, -0.000115, -0.000236, -0.000559
0.016482, 0.016835, 0.016314, 0.016956, -0.000633, -0.000142, -0.000227, -0.000577
0.016329, 0.016863, 0.016207, 0.016983, -0.000556, -0.000150, -0.000166, -0.000584
0.016434, 0.016817, 0.016319, 0.016965, -0.000610, -0.000120, -0.000253, -0.000544
0.016002, 0.015674, 0.015208, 0.016351, -0.000235, -0.000132, -0.000303, -0.000411
0.016014, 0.015632, 0.015188, 0.016357, -0.000233, -0.000142, -0.000301, -0.000408
0.015997, 0.015614, 0.015177, 0.016325, -0.000233, -0.000134, -0.000297, -0.000382
0.016027, 0.015600, 0.015138, 0.016357, -0.000232, -0.000142, -0.000289, -0.000395
0.015976, 0.015577, 0.015157, 0.016381, -0.000207, -0.000145, -0.000291, -0.000422
0.016011, 0.015569, 0.015129, 0.016355, -0.000211, -0.000148, -0.000299, -0.000429
0.015991, 0.015592, 0.015120, 0.016340, -0.000207, -0.000146, -0.000293, -0.000435
0.016008, 0.015552, 0.015103, 0.016337, -0.000207, -0.000154, -0.000278, -0.000458
0.016040, 0.015541, 0.015118, 0.016338, -0.000195, -0.000124, -0.000307, -0.000458
0.015987, 0.015567, 0.015099, 0.016366, -0.000168, -0.000136, -0.000288, -0.000464
0.015984, 0.015584, 0.015096, 0.016356, -0.000180, -0.000125, -0.000302, -0.000461
0.015999, 0.015548, 0.015065, 0.016350, -0.000158, -0.000120, -0.000277, -0.000484
0.015982, 0.015536, 0.015069, 0.016334, -0.000151, -0.000114, -0.000290, -0.000488
0.016014, 0.015520, 0.015054, 0.016391, -0.000154, -0.000113, -0.000298, -0.000482
0.016009, 0.015459, 0.015029, 0.016347, -0.000164, -0.000112, -0.000301, -0.000490
0.016020, 0.015493, 0.015014, 0.016329, -0.000156, -0.000120, -0.000296, -0.000480
0.015976, 0.015462, 0.014991, 0.016328, -0.000159, -0.000114, -0.000303, -0.000486
0.015996, 0.015455, 0.015039, 0.016318, -0.000173, -0.000117, -0.000295, -0.000504
0.015961, 0.015473, 0.015033, 0.016320, -0.000174, -0.000110, -0.000297, -0.000519
0.016006, 0.015409, 0.014999, 0.016292, -0.000156, -0.000126, -0.000281, -0.000524
0.015978, 0.015406, 0.014970, 0.016281, -0.000167, -0.000115, -0.000298, -0.000542
0.016006, 0.015389, 0.014960, 0.016336, -0.000158, -0.000127, -0.000274, -0.000550
0.016008, 0.015404, 0.014962, 0.016252, -0.000156, -0.000092, -0.000293, -0.000543
0.015975, 0.015397, 0.014904, 0.016265, -0.000150, -0.000102, -0.000303, -0.000607
0.015981, 0.015417, 0.014970, 0.016276, -0.000149, -0.000109, -0.000291, -0.000602
0.015947, 0.015353, 0.014952, 0.016283, -0.000170, -0.000115, -0.000311, -0.000573
0.015991, 0.015403, 0.014916, 0.016257, -0.000166, -0.000115, -0.000309, -0.000620
0.015988, 0.015346, 0.014895, 0.016305, -0.000185, -0.000116, -0.000303, -0.000624
0.016021, 0.015360, 0.014896, 0.016297, -0.000175, -0.000119, -0.000296, -0.000629
0.015992, 0.015343, 0.014868, 0.016354, -0.000159, -0.000109, -0.000312, -0.000669
0.016054, 0.015343, 0.014877, 0.016344, -0.000170, -0.000138, -0.000287, -0.000662
0.016038, 0.015323, 0.014837, 0.016354, -0.000188, -0.000112, -0.000286, -0.000688
0.016020, 0.015322, 0.014844, 0.016327, -0.000176, -0.000134, -0.000285, -0.000675
0.016078, 0.015319, 0.014827, 0.016323, -0.000192, -0.000121, -0.000309, -0.000686
0.016099, 0.015261, 0.014794, 0.016319, -0.000197, -0.000144, -0.000318, -0.000661
0.016110, 0.015275, 0.014829, 0.016331, -0.000198, -0.000135, -0.000318, -0.000675
0.016140, 0.015227, 0.014809, 0.016339, -0.000224, -0.000123, -0.000320, -0.000677
0.016188, 0.015226, 0.014767, 0.016392, -0.000251, -0.000118, -0.000319, -0.000714
0.016205, 0.015226, 0.014748, 0.016372, -0.000232, -0.000139, -0.000307, -0.000709
